,Longitudes,dew,DATE,min_aod,ceiling,Latitudes,temperature,wind_y,precipitation_duration,max_aod,wind_x,pressure,mean_aod,STATION,pm25,Unnamed: 0,visibility,precipitation_depth
22621,33.92552204,33.54166667,2018-02-03,0.027,22000.0,-117.6867881,17.4,100.1439195,1.0,0.168,60.6150061,10185.66667,0.067880952,293.0,,,,
22709,33.96276232,25.125,2018-02-01,0.046,20674.66667,-117.6867881,16.47083333,-22.03896264,1.92,0.237,-46.07320746,10153.375,0.1196375,294.0,,,,
22710,33.96276232,33.54166667,2018-02-03,0.034,22000.0,-117.6867881,17.4,100.1439195,1.0,0.225,60.6150061,10185.66667,0.09475,294.0,,,,
22796,34.00000259,-29.16666667,2018-02-01,0.049,22000.0,-117.6867881,19.55555556,-6.558283153,,0.237,-7.482272667,,0.118410256,295.0,,,,
22797,34.00000259,-4.583333333,2018-02-03,0.051,21710.95833,-117.6867881,20.23611111,2.321286324,,0.225,-9.712980568,,0.104875,295.0,,,,
22885,34.03724287,-29.16666667,2018-02-01,0.042,22000.0,-117.6867881,19.55555556,-6.558283153,,0.187,-7.482272667,,0.097123288,296.0,,,,
22886,34.03724287,-4.583333333,2018-02-03,0.07,21710.95833,-117.6867881,20.23611111,2.321286324,,0.152,-9.712980568,,0.10424359,296.0,,,,
22973,34.07448314,-29.16666667,2018-02-01,0.042,22000.0,-117.6867881,19.55555556,-6.558283153,,0.136,-7.482272667,,0.0892,297.0,,,,
22974,34.07448314,-4.583333333,2018-02-03,0.07,21710.95833,-117.6867881,20.23611111,2.321286324,,0.152,-9.712980568,,0.099078125,297.0,,,,
23061,34.11172342,-29.16666667,2018-02-01,0.032,22000.0,-117.6867881,19.55555556,-6.558283153,,0.138,-7.482272667,,0.084243243,298.0,,,,
23062,34.11172342,-4.583333333,2018-02-03,0.049,21710.95833,-117.6867881,20.23611111,2.321286324,,0.119,-9.712980568,,0.0860625,298.0,,,,
23147,34.14896369,-29.16666667,2018-02-01,0.036,22000.0,-117.6867881,19.55555556,-6.558283153,,0.138,-7.482272667,,0.08052,299.0,,,,
23148,34.14896369,-4.583333333,2018-02-03,0.029,21710.95833,-117.6867881,20.23611111,2.321286324,,0.116,-9.712980568,,0.0831,299.0,,,,
23231,34.18620397,-29.16666667,2018-02-01,0.034,22000.0,-117.6867881,19.55555556,-6.558283153,,0.13,-7.482272667,,0.073273973,300.0,,,,
23232,34.18620397,-4.583333333,2018-02-03,0.037,21710.95833,-117.6867881,20.23611111,2.321286324,,0.115,-9.712980568,,0.080136986,300.0,,,,
23315,33.66484012,46.54166667,2018-02-01,0.056,19501.66667,-117.7317039,16.83333333,47.54912498,1.92,0.163,-44.08739199,10147.54167,0.1010625,271.0,,,,
23316,33.66484012,64.58333333,2018-02-03,0.054,18953.33333,-117.7317039,17.25,15.35124911,1.92,0.26,-33.00588267,10180.875,0.1089375,271.0,,,,
23404,33.70208039,46.54166667,2018-02-01,0.068,19501.66667,-117.7317039,16.83333333,47.54912498,1.92,0.153,-44.08739199,10147.54167,0.102271605,272.0,,,,
23405,33.70208039,64.58333333,2018-02-03,0.049,18953.33333,-117.7317039,17.25,15.35124911,1.92,0.215,-33.00588267,10180.875,0.107594937,272.0,,,,
23489,33.73932067,46.54166667,2018-02-01,0.056,19501.66667,-117.7317039,16.83333333,47.54912498,1.92,0.13,-44.08739199,10147.54167,0.086302326,273.0,,,,
23490,33.73932067,64.58333333,2018-02-03,0.029,18953.33333,-117.7317039,17.25,15.35124911,1.92,0.161,-33.00588267,10180.875,0.084858824,273.0,,,,
23572,33.77656094,25.125,2018-02-01,0.058,20674.66667,-117.7317039,16.47083333,-22.03896264,1.92,0.131,-46.07320746,10153.375,0.085216867,274.0,,,,
23573,33.77656094,33.54166667,2018-02-03,0.029,22000.0,-117.7317039,17.4,100.1439195,1.0,0.113,60.6150061,10185.66667,0.073134146,274.0,,,,
23656,33.81380122,25.125,2018-02-01,0.051,20674.66667,-117.7317039,16.47083333,-22.03896264,1.92,0.133,-46.07320746,10153.375,0.0904,275.0,,,,
23657,33.81380122,33.54166667,2018-02-03,0.034,22000.0,-117.7317039,17.4,100.1439195,1.0,0.108,60.6150061,10185.66667,0.0784125,275.0,,,,
23742,33.85104149,25.125,2018-02-01,0.06,20674.66667,-117.7317039,16.47083333,-22.03896264,1.92,0.145,-46.07320746,10153.375,0.0972375,276.0,,,,
23743,33.85104149,33.54166667,2018-02-03,0.038,22000.0,-117.7317039,17.4,100.1439195,1.0,0.121,60.6150061,10185.66667,0.082025316,276.0,,,,
23830,33.88828177,25.125,2018-02-01,0.054,20674.66667,-117.7317039,16.47083333,-22.03896264,1.92,0.13,-46.07320746,10153.375,0.08925,277.0,,,,
23831,33.88828177,33.54166667,2018-02-03,0.031,22000.0,-117.7317039,17.4,100.1439195,1.0,0.121,60.6150061,10185.66667,0.071813333,277.0,,,,
23915,33.92552204,-5.714285714,2018-02-01,0.047,22000.0,-117.7317039,19.64285714,-56.34458284,,0.127,62.18207955,,0.086220779,278.0,,,,
23916,33.92552204,7.857142857,2018-02-03,0.031,22000.0,-117.7317039,20.53333333,-32.43591667,,0.115,-10.09755642,,0.066564103,278.0,,,,
24000,33.96276232,-29.16666667,2018-02-01,0.046,22000.0,-117.7317039,19.55555556,-6.558283153,,0.216,-7.482272667,,0.0952,279.0,,,,
24001,33.96276232,-4.583333333,2018-02-03,0.034,21710.95833,-117.7317039,20.23611111,2.321286324,,0.217,-9.712980568,,0.083888889,279.0,,,,
24083,34.00000259,-29.16666667,2018-02-01,0.056,22000.0,-117.7317039,19.55555556,-6.558283153,,0.142,-7.482272667,,0.0937,280.0,,,,
24084,34.00000259,-4.583333333,2018-02-03,0.051,21710.95833,-117.7317039,20.23611111,2.321286324,,0.183,-9.712980568,,0.088988372,280.0,,,,
24170,34.03724287,-29.16666667,2018-02-01,0.047,22000.0,-117.7317039,19.55555556,-6.558283153,,0.187,-7.482272667,,0.100369863,281.0,,,,
24171,34.03724287,-4.583333333,2018-02-03,0.043,21710.95833,-117.7317039,20.23611111,2.321286324,,0.135,-9.712980568,,0.1015,281.0,,,,
24257,34.07448314,-29.16666667,2018-02-01,0.049,22000.0,-117.7317039,19.55555556,-6.558283153,,0.134,-7.482272667,,0.0885,282.0,,,,
24258,34.07448314,-4.583333333,2018-02-03,0.056,21710.95833,-117.7317039,20.23611111,2.321286324,,0.136,-9.712980568,,0.096121212,282.0,,,,
24343,34.11172342,-29.16666667,2018-02-01,0.032,22000.0,-117.7317039,19.55555556,-6.558283153,,0.132,-7.482272667,,0.077712121,283.0,,,,
24344,34.11172342,-4.583333333,2018-02-03,0.047,21710.95833,-117.7317039,20.23611111,2.321286324,,0.139,-9.712980568,,0.0865,283.0,,,,
24430,34.14896369,-29.16666667,2018-02-01,0.037,22000.0,-117.7317039,19.55555556,-6.558283153,,0.134,-7.482272667,,0.075808824,284.0,,,,
24431,34.14896369,-4.583333333,2018-02-03,0.029,21710.95833,-117.7317039,20.23611111,2.321286324,,0.119,-9.712980568,,0.083559524,284.0,,,,
24513,34.18620397,-29.16666667,2018-02-01,0.034,22000.0,-117.7317039,19.55555556,-6.558283153,,0.13,-7.482272667,,0.069338462,285.0,,,,
24514,34.18620397,-4.583333333,2018-02-03,0.041,21710.95833,-117.7317039,20.23611111,2.321286324,,0.107,-9.712980568,,0.076186667,285.0,,,,
24596,33.66484012,46.54166667,2018-02-01,0.048,19501.66667,-117.7766197,16.83333333,47.54912498,1.92,0.123,-44.08739199,10147.54167,0.080916667,256.0,,,,
24597,33.66484012,64.58333333,2018-02-03,0.06,18953.33333,-117.7766197,17.25,15.35124911,1.92,0.179,-33.00588267,10180.875,0.097630952,256.0,,,,
24686,33.70208039,46.54166667,2018-02-01,0.049,19501.66667,-117.7766197,16.83333333,47.54912498,1.92,0.146,-44.08739199,10147.54167,0.0806375,257.0,,,,
24687,33.70208039,64.58333333,2018-02-03,0.066,18953.33333,-117.7766197,17.25,15.35124911,1.92,0.215,-33.00588267,10180.875,0.104307692,257.0,,,,
24771,33.73932067,46.54166667,2018-02-01,0.051,19501.66667,-117.7766197,16.83333333,47.54912498,1.92,0.128,-44.08739199,10147.54167,0.074884615,258.0,,,,
24772,33.73932067,64.58333333,2018-02-03,0.055,18953.33333,-117.7766197,17.25,15.35124911,1.92,0.161,-33.00588267,10180.875,0.09625641,258.0,,,,
24858,33.77656094,46.54166667,2018-02-01,0.054,19501.66667,-117.7766197,16.83333333,47.54912498,1.92,0.131,-44.08739199,10147.54167,0.083297297,259.0,,,,
24859,33.77656094,64.58333333,2018-02-03,0.057,18953.33333,-117.7766197,17.25,15.35124911,1.92,0.127,-33.00588267,10180.875,0.093527027,259.0,,,,
24943,33.81380122,46.54166667,2018-02-01,0.057,19501.66667,-117.7766197,16.83333333,47.54912498,1.92,0.13,-44.08739199,10147.54167,0.0853875,260.0,,,,
24944,33.81380122,64.58333333,2018-02-03,0.053,18953.33333,-117.7766197,17.25,15.35124911,1.92,0.127,-33.00588267,10180.875,0.09245,260.0,,,,
25031,33.85104149,-5.714285714,2018-02-01,0.055,22000.0,-117.7766197,19.64285714,-56.34458284,,0.145,62.18207955,,0.088154762,261.0,,,,
25032,33.85104149,7.857142857,2018-02-03,0.047,22000.0,-117.7766197,20.53333333,-32.43591667,,0.116,-10.09755642,,0.08047619,261.0,,,,
25119,33.88828177,-5.714285714,2018-02-01,0.055,22000.0,-117.7766197,19.64285714,-56.34458284,,0.152,62.18207955,,0.093186047,262.0,,,,
25120,33.88828177,7.857142857,2018-02-03,0.036,22000.0,-117.7766197,20.53333333,-32.43591667,,0.133,-10.09755642,,0.08205814,262.0,,,,
25203,33.92552204,-5.714285714,2018-02-01,0.047,22000.0,-117.7766197,19.64285714,-56.34458284,,0.14,62.18207955,,0.089857143,263.0,,,,
25204,33.92552204,7.857142857,2018-02-03,0.034,22000.0,-117.7766197,20.53333333,-32.43591667,,0.133,-10.09755642,,0.076833333,263.0,,,,
25289,33.96276232,-5.714285714,2018-02-01,0.053,22000.0,-117.7766197,19.64285714,-56.34458284,,0.137,62.18207955,,0.086602564,264.0,,,,
25290,33.96276232,7.857142857,2018-02-03,0.034,22000.0,-117.7766197,20.53333333,-32.43591667,,0.115,-10.09755642,,0.072810127,264.0,,,,
25372,34.00000259,-5.714285714,2018-02-01,0.057,22000.0,-117.7766197,19.64285714,-56.34458284,,0.156,62.18207955,,0.091945205,265.0,,,,
25373,34.00000259,7.857142857,2018-02-03,0.044,22000.0,-117.7766197,20.53333333,-32.43591667,,0.112,-10.09755642,,0.081435897,265.0,,,,
25460,34.03724287,-5.714285714,2018-02-01,0.053,22000.0,-117.7766197,19.64285714,-56.34458284,,0.158,62.18207955,,0.092545455,266.0,,,,
25461,34.03724287,7.857142857,2018-02-03,0.043,22000.0,-117.7766197,20.53333333,-32.43591667,,0.185,-10.09755642,,0.0995,266.0,,,,
25547,34.07448314,-5.714285714,2018-02-01,0.057,22000.0,-117.7766197,19.64285714,-56.34458284,,0.158,62.18207955,,0.09454,267.0,,,,
25548,34.07448314,7.857142857,2018-02-03,0.073,22000.0,-117.7766197,20.53333333,-32.43591667,,0.185,-10.09755642,,0.113439394,267.0,,,,
25633,34.11172342,-5.714285714,2018-02-01,0.037,22000.0,-117.7766197,19.64285714,-56.34458284,,0.142,62.18207955,,0.088397059,268.0,,,,
25634,34.11172342,7.857142857,2018-02-03,0.039,22000.0,-117.7766197,20.53333333,-32.43591667,,0.169,-10.09755642,,0.09955,268.0,,,,
25719,34.14896369,-5.714285714,2018-02-01,0.037,22000.0,-117.7766197,19.64285714,-56.34458284,,0.138,62.18207955,,0.08,269.0,,,,
25720,34.14896369,7.857142857,2018-02-03,0.037,22000.0,-117.7766197,20.53333333,-32.43591667,,0.126,-10.09755642,,0.083416667,269.0,,,,
25802,34.18620397,-5.714285714,2018-02-01,0.037,22000.0,-117.7766197,19.64285714,-56.34458284,,0.109,62.18207955,,0.072232877,270.0,,,,
25803,34.18620397,7.857142857,2018-02-03,0.034,22000.0,-117.7766197,20.53333333,-32.43591667,,0.1,-10.09755642,,0.0679625,270.0,,,,
25885,33.66484012,46.54166667,2018-02-01,0.045,19501.66667,-117.8215354,16.83333333,47.54912498,1.92,0.147,-44.08739199,10147.54167,0.077219512,241.0,,,,
25886,33.66484012,64.58333333,2018-02-03,0.059,18953.33333,-117.8215354,17.25,15.35124911,1.92,0.201,-33.00588267,10180.875,0.09752439,241.0,,,,
25977,33.70208039,46.54166667,2018-02-01,0.049,19501.66667,-117.8215354,16.83333333,47.54912498,1.92,0.141,-44.08739199,10147.54167,0.083475,242.0,,,,
25978,33.70208039,64.58333333,2018-02-03,0.061,18953.33333,-117.8215354,17.25,15.35124911,1.92,0.197,-33.00588267,10180.875,0.1104125,242.0,,,,
26067,33.73932067,46.54166667,2018-02-01,0.053,19501.66667,-117.8215354,16.83333333,47.54912498,1.92,0.162,-44.08739199,10147.54167,0.085142857,243.0,,,,
26068,33.73932067,64.58333333,2018-02-03,0.057,18953.33333,-117.8215354,17.25,15.35124911,1.92,0.195,-33.00588267,10180.875,0.111975904,243.0,,,,
26155,33.77656094,46.54166667,2018-02-01,0.052,19501.66667,-117.8215354,16.83333333,47.54912498,1.92,0.121,-44.08739199,10147.54167,0.077428571,244.0,,,,
26156,33.77656094,64.58333333,2018-02-03,0.05,18953.33333,-117.8215354,17.25,15.35124911,1.92,0.12,-33.00588267,10180.875,0.091767442,244.0,,,,
26242,33.81380122,46.54166667,2018-02-01,0.057,19501.66667,-117.8215354,16.83333333,47.54912498,1.92,0.122,-44.08739199,10147.54167,0.082950617,245.0,,,,
26243,33.81380122,64.58333333,2018-02-03,0.054,18953.33333,-117.8215354,17.25,15.35124911,1.92,0.146,-33.00588267,10180.875,0.091512195,245.0,,,,
26328,33.85104149,46.54166667,2018-02-01,0.056,19501.66667,-117.8215354,16.83333333,47.54912498,1.92,0.142,-44.08739199,10147.54167,0.093597403,246.0,,,,
26329,33.85104149,64.58333333,2018-02-03,0.053,18953.33333,-117.8215354,17.25,15.35124911,1.92,0.135,-33.00588267,10180.875,0.087089744,246.0,,,,
26412,33.88828177,-5.714285714,2018-02-01,0.062,22000.0,-117.8215354,19.64285714,-56.34458284,,0.165,62.18207955,,0.110918919,247.0,,,,
26413,33.88828177,7.857142857,2018-02-03,0.039,22000.0,-117.8215354,20.53333333,-32.43591667,,0.159,-10.09755642,,0.103197368,247.0,,,,
26495,33.92552204,-5.714285714,2018-02-01,0.053,22000.0,-117.8215354,19.64285714,-56.34458284,,0.151,62.18207955,,0.092555556,248.0,,,,
26496,33.92552204,7.857142857,2018-02-03,0.043,22000.0,-117.8215354,20.53333333,-32.43591667,,0.16,-10.09755642,,0.081974359,248.0,,,,
26580,33.96276232,-5.714285714,2018-02-01,0.058,22000.0,-117.8215354,19.64285714,-56.34458284,,0.152,62.18207955,,0.097285714,249.0,,,,
26581,33.96276232,7.857142857,2018-02-03,0.036,22000.0,-117.8215354,20.53333333,-32.43591667,,0.153,-10.09755642,,0.082845238,249.0,,,,
26662,34.00000259,-5.714285714,2018-02-01,0.056,22000.0,-117.8215354,19.64285714,-56.34458284,,0.161,62.18207955,,0.098814286,250.0,,,,
26663,34.00000259,7.857142857,2018-02-03,0.059,22000.0,-117.8215354,20.53333333,-32.43591667,,0.172,-10.09755642,,0.096792683,250.0,,,,
26748,34.03724287,-5.714285714,2018-02-01,0.048,22000.0,-117.8215354,19.64285714,-56.34458284,,0.194,62.18207955,,0.105540984,251.0,,,,
26749,34.03724287,7.857142857,2018-02-03,0.058,22000.0,-117.8215354,20.53333333,-32.43591667,,0.198,-10.09755642,,0.107,251.0,,,,
26832,34.07448314,-5.714285714,2018-02-01,0.042,22000.0,-117.8215354,19.64285714,-56.34458284,,0.194,62.18207955,,0.094777778,252.0,,,,
26833,34.07448314,7.857142857,2018-02-03,0.066,22000.0,-117.8215354,20.53333333,-32.43591667,,0.146,-10.09755642,,0.098822581,252.0,,,,
26916,34.11172342,-5.714285714,2018-02-01,0.042,22000.0,-117.8215354,19.64285714,-56.34458284,,0.142,62.18207955,,0.087391304,253.0,,,,
26917,34.11172342,7.857142857,2018-02-03,0.039,22000.0,-117.8215354,20.53333333,-32.43591667,,0.142,-10.09755642,,0.095075,253.0,,,,
27002,34.14896369,-5.714285714,2018-02-01,0.043,22000.0,-117.8215354,19.64285714,-56.34458284,,0.136,62.18207955,,0.085042857,254.0,,,,
27003,34.14896369,7.857142857,2018-02-03,0.031,22000.0,-117.8215354,20.53333333,-32.43591667,,0.126,-10.09755642,,0.082646341,254.0,,,,
27089,34.18620397,-5.714285714,2018-02-01,0.041,22000.0,-117.8215354,19.64285714,-56.34458284,,0.134,62.18207955,,0.073897059,255.0,,,,
27090,34.18620397,7.857142857,2018-02-03,0.023,22000.0,-117.8215354,20.53333333,-32.43591667,,0.104,-10.09755642,,0.062038462,255.0,,,,
27174,33.66484012,46.54166667,2018-02-01,0.041,19501.66667,-117.8664512,16.83333333,47.54912498,1.92,0.147,-44.08739199,10147.54167,0.078511905,226.0,,,,
27175,33.66484012,64.58333333,2018-02-03,0.059,18953.33333,-117.8664512,17.25,15.35124911,1.92,0.201,-33.00588267,10180.875,0.096345238,226.0,,,,
27263,33.70208039,46.54166667,2018-02-01,0.049,19501.66667,-117.8664512,16.83333333,47.54912498,1.92,0.14,-44.08739199,10147.54167,0.0822375,227.0,,,,
27264,33.70208039,64.58333333,2018-02-03,0.068,18953.33333,-117.8664512,17.25,15.35124911,1.92,0.157,-33.00588267,10180.875,0.106075,227.0,,,,
27354,33.73932067,46.54166667,2018-02-01,0.049,19501.66667,-117.8664512,16.83333333,47.54912498,1.92,0.162,-44.08739199,10147.54167,0.087705128,228.0,,,,
27355,33.73932067,64.58333333,2018-02-03,0.053,18953.33333,-117.8664512,17.25,15.35124911,1.92,0.195,-33.00588267,10180.875,0.113974026,228.0,,,,
27444,33.77656094,46.54166667,2018-02-01,0.052,19501.66667,-117.8664512,16.83333333,47.54912498,1.92,0.124,-44.08739199,10147.54167,0.0871875,229.0,,,,
27445,33.77656094,64.58333333,2018-02-03,0.05,18953.33333,-117.8664512,17.25,15.35124911,1.92,0.133,-33.00588267,10180.875,0.099,229.0,,,,
27532,33.81380122,46.54166667,2018-02-01,0.067,19501.66667,-117.8664512,16.83333333,47.54912498,1.92,0.128,-44.08739199,10147.54167,0.097025,230.0,,,,
27533,33.81380122,64.58333333,2018-02-03,0.067,18953.33333,-117.8664512,17.25,15.35124911,1.92,0.146,-33.00588267,10180.875,0.1043,230.0,,,,
27622,33.85104149,46.54166667,2018-02-01,0.061,19501.66667,-117.8664512,16.83333333,47.54912498,1.92,0.156,-44.08739199,10147.54167,0.107928571,231.0,,,,
27623,33.85104149,64.58333333,2018-02-03,0.069,18953.33333,-117.8664512,17.25,15.35124911,1.92,0.164,-33.00588267,10180.875,0.102297619,231.0,,,,
27706,33.88828177,46.54166667,2018-02-01,0.058,19501.66667,-117.8664512,16.83333333,47.54912498,1.92,0.178,-44.08739199,10147.54167,0.11505,232.0,,,,
27707,33.88828177,64.58333333,2018-02-03,0.07,18953.33333,-117.8664512,17.25,15.35124911,1.92,0.164,-33.00588267,10180.875,0.110285714,232.0,,,,
27789,33.92552204,46.54166667,2018-02-01,0.053,19501.66667,-117.8664512,16.83333333,47.54912498,1.92,0.15,-44.08739199,10147.54167,0.0962625,233.0,,,,
27790,33.92552204,64.58333333,2018-02-03,0.052,18953.33333,-117.8664512,17.25,15.35124911,1.92,0.16,-33.00588267,10180.875,0.090182927,233.0,,,,
27873,33.96276232,-5.714285714,2018-02-01,0.055,22000.0,-117.8664512,19.64285714,-56.34458284,,0.21,62.18207955,,0.10927027,234.0,,,,
27874,33.96276232,7.857142857,2018-02-03,0.052,22000.0,-117.8664512,20.53333333,-32.43591667,,0.187,-10.09755642,,0.099910256,234.0,,,,
27954,34.00000259,-5.714285714,2018-02-01,0.055,22000.0,-117.8664512,19.64285714,-56.34458284,,0.161,62.18207955,,0.100231884,235.0,,,,
27955,34.00000259,7.857142857,2018-02-03,0.054,22000.0,-117.8664512,20.53333333,-32.43591667,,0.147,-10.09755642,,0.0988375,235.0,,,,
28040,34.03724287,-5.714285714,2018-02-01,0.053,22000.0,-117.8664512,19.64285714,-56.34458284,,0.187,62.18207955,,0.106354839,236.0,,,,
28041,34.03724287,7.857142857,2018-02-03,0.054,22000.0,-117.8664512,20.53333333,-32.43591667,,0.198,-10.09755642,,0.107865854,236.0,,,,
28127,34.07448314,-5.714285714,2018-02-01,0.046,22000.0,-117.8664512,19.64285714,-56.34458284,,0.176,62.18207955,,0.088708333,237.0,,,,
28128,34.07448314,7.857142857,2018-02-03,0.073,22000.0,-117.8664512,20.53333333,-32.43591667,,0.154,-10.09755642,,0.0955,237.0,,,,
28213,34.11172342,-5.714285714,2018-02-01,0.043,22000.0,-117.8664512,19.64285714,-56.34458284,,0.13,62.18207955,,0.091069444,238.0,,,,
28214,34.11172342,7.857142857,2018-02-03,0.064,22000.0,-117.8664512,20.53333333,-32.43591667,,0.151,-10.09755642,,0.0980125,238.0,,,,
28299,34.14896369,-5.714285714,2018-02-01,0.034,22000.0,-117.8664512,19.64285714,-56.34458284,,0.137,62.18207955,,0.086882353,239.0,,,,
28300,34.14896369,7.857142857,2018-02-03,0.025,22000.0,-117.8664512,20.53333333,-32.43591667,,0.124,-10.09755642,,0.079725,239.0,,,,
28383,34.18620397,-5.714285714,2018-02-01,0.037,22000.0,-117.8664512,19.64285714,-56.34458284,,0.139,62.18207955,,0.078681818,240.0,,,,
28384,34.18620397,7.857142857,2018-02-03,0.023,22000.0,-117.8664512,20.53333333,-32.43591667,,0.109,-10.09755642,,0.066890244,240.0,,,,
28467,34.11172342,11.66666667,2018-02-01,0.054,22000.0,-117.9113669,22.09090909,-91.74492793,,0.167,-15.7571061,,0.09559322,223.0,,,,
28468,34.11172342,23.84615385,2018-02-03,0.069,22000.0,-117.9113669,22.69230769,-76.3598039,,0.165,151.2468375,,0.107575,223.0,,,,
28553,34.14896369,11.66666667,2018-02-01,0.034,22000.0,-117.9113669,22.09090909,-91.74492793,,0.176,-15.7571061,,0.096846154,224.0,,,,
28554,34.14896369,23.84615385,2018-02-03,0.025,22000.0,-117.9113669,22.69230769,-76.3598039,,0.173,151.2468375,,0.08605,224.0,,,,
28639,34.18620397,11.66666667,2018-02-01,0.041,22000.0,-117.9113669,22.09090909,-91.74492793,,0.183,-15.7571061,,0.088542857,225.0,,,,
28640,34.18620397,23.84615385,2018-02-03,0.021,22000.0,-117.9113669,22.69230769,-76.3598039,,0.121,151.2468375,,0.066769231,225.0,,,,
28717,33.66484012,-5.583333333,2018-02-01,0.05,22000.0,-117.2376305,12.73333333,16.11611316,,0.132,7.272082083,10156.33333,0.081953488,436.0,,,,
28718,33.66484012,-0.916666667,2018-02-03,0.035,22000.0,-117.2376305,14.24166667,160.2034811,,0.126,-14.85110158,10187.04762,0.074321429,436.0,,,,
28814,33.70208039,-5.583333333,2018-02-01,0.043,22000.0,-117.2376305,12.73333333,16.11611316,,0.132,7.272082083,10156.33333,0.07725,437.0,,,,
28815,33.70208039,-0.916666667,2018-02-03,0.032,22000.0,-117.2376305,14.24166667,160.2034811,,0.148,-14.85110158,10187.04762,0.078634146,437.0,,,,
28908,33.73932067,-5.583333333,2018-02-01,0.05,22000.0,-117.2376305,12.73333333,16.11611316,,0.11,7.272082083,10156.33333,0.074964286,438.0,,,,
28909,33.73932067,-0.916666667,2018-02-03,0.036,22000.0,-117.2376305,14.24166667,160.2034811,,0.138,-14.85110158,10187.04762,0.073821429,438.0,,,,
29005,33.77656094,-5.583333333,2018-02-01,0.048,22000.0,-117.2376305,12.73333333,16.11611316,,0.115,7.272082083,10156.33333,0.076670732,439.0,,,,
29006,33.77656094,-0.916666667,2018-02-03,0.032,22000.0,-117.2376305,14.24166667,160.2034811,,0.163,-14.85110158,10187.04762,0.077195122,439.0,,,,
29103,33.81380122,-5.583333333,2018-02-01,0.058,22000.0,-117.2376305,12.73333333,16.11611316,,0.235,7.272082083,10156.33333,0.108565789,440.0,,,,
29104,33.81380122,-0.916666667,2018-02-03,0.047,22000.0,-117.2376305,14.24166667,160.2034811,,0.231,-14.85110158,10187.04762,0.097973684,440.0,,,,
29195,33.85104149,-5.583333333,2018-02-01,0.058,22000.0,-117.2376305,12.73333333,16.11611316,,0.235,7.272082083,10156.33333,0.120684211,441.0,,,,
29196,33.85104149,-0.916666667,2018-02-03,0.053,22000.0,-117.2376305,14.24166667,160.2034811,,0.204,-14.85110158,10187.04762,0.110473684,441.0,,,,
29291,33.88828177,-5.583333333,2018-02-01,0.049,22000.0,-117.2376305,12.73333333,16.11611316,,0.186,7.272082083,10156.33333,0.114192308,442.0,,,,
29292,33.88828177,-0.916666667,2018-02-03,0.063,22000.0,-117.2376305,14.24166667,160.2034811,,0.205,-14.85110158,10187.04762,0.112153846,442.0,,,,
29385,33.92552204,-5.583333333,2018-02-01,0.059,22000.0,-117.2376305,12.73333333,16.11611316,,0.147,7.272082083,10156.33333,0.089268293,443.0,,,,
29386,33.92552204,-0.916666667,2018-02-03,0.042,22000.0,-117.2376305,14.24166667,160.2034811,,0.19,-14.85110158,10187.04762,0.092195122,443.0,,,,
29480,33.96276232,-5.583333333,2018-02-01,0.057,22000.0,-117.2376305,12.73333333,16.11611316,,0.133,7.272082083,10156.33333,0.080285714,444.0,,,,
29481,33.96276232,-0.916666667,2018-02-03,0.042,22000.0,-117.2376305,14.24166667,160.2034811,,0.156,-14.85110158,10187.04762,0.082238095,444.0,,,,
29576,33.66484012,-5.583333333,2018-02-01,0.049,22000.0,-117.2825462,12.73333333,16.11611316,,0.151,7.272082083,10156.33333,0.08735443,421.0,,,,
29577,33.66484012,-0.916666667,2018-02-03,0.04,22000.0,-117.2825462,14.24166667,160.2034811,,0.136,-14.85110158,10187.04762,0.0797375,421.0,,,,
29673,33.70208039,-5.583333333,2018-02-01,0.043,22000.0,-117.2825462,12.73333333,16.11611316,,0.118,7.272082083,10156.33333,0.069089744,422.0,,,,
29674,33.70208039,-0.916666667,2018-02-03,0.032,22000.0,-117.2825462,14.24166667,160.2034811,,0.108,-14.85110158,10187.04762,0.062884615,422.0,,,,
29771,33.73932067,-5.583333333,2018-02-01,0.051,22000.0,-117.2825462,12.73333333,16.11611316,,0.097,7.272082083,10156.33333,0.0665625,423.0,,,,
29772,33.73932067,-0.916666667,2018-02-03,0.036,22000.0,-117.2825462,14.24166667,160.2034811,,0.104,-14.85110158,10187.04762,0.058275,423.0,,,,
29867,33.77656094,-5.583333333,2018-02-01,0.042,22000.0,-117.2825462,12.73333333,16.11611316,,0.087,7.272082083,10156.33333,0.06452439,424.0,,,,
29868,33.77656094,-0.916666667,2018-02-03,0.032,22000.0,-117.2825462,14.24166667,160.2034811,,0.104,-14.85110158,10187.04762,0.05347561,424.0,,,,
29962,33.81380122,-5.583333333,2018-02-01,0.048,22000.0,-117.2825462,12.73333333,16.11611316,,0.176,7.272082083,10156.33333,0.073666667,425.0,,,,
29963,33.81380122,-0.916666667,2018-02-03,0.028,22000.0,-117.2825462,14.24166667,160.2034811,,0.154,-14.85110158,10187.04762,0.06197619,425.0,,,,
30055,33.85104149,-5.583333333,2018-02-01,0.055,22000.0,-117.2825462,12.73333333,16.11611316,,0.135,7.272082083,10156.33333,0.082170455,426.0,,,,
30056,33.85104149,-0.916666667,2018-02-03,0.045,22000.0,-117.2825462,14.24166667,160.2034811,,0.181,-14.85110158,10187.04762,0.080738636,426.0,,,,
30151,33.88828177,-5.583333333,2018-02-01,0.049,22000.0,-117.2825462,12.73333333,16.11611316,,0.164,7.272082083,10156.33333,0.098878049,427.0,,,,
